gene_name	p-val
Atac3	0.004580935842735427
Gie	0.004587527636833037
RpS16	0.004599708302878517
Sap30	0.004611309470980683
CG11456	0.0046131703477231036
CG42258	0.004620084557503406
dco	0.004656215643634906
CG11693	0.004665504519544715
Pect	0.004686131789658257
EndoGI	0.004690622899074714
P5CDh1	0.004706643465836198
CG33785	0.0047133649129783815
lds	0.004720148031557579
CG7556	0.004763505769014447
rost	0.004804998299304853
Csk	0.0048056068414964355
CG8034	0.004811160819428699
yellow-k	0.004854106452550402
Snx16	0.004855122433661953
dpa	0.004898615534516507
pnut	0.0049084954318075365
CG43783	0.0049313703724765635
CG32069	0.004942397275337784
Snap29	0.00494723864277422
Atac1	0.004948455798662493
RabX6	0.004951768365268961
PP2A-B'	0.004958881604052414
Tap42	0.0049837665082489825
Rac1	0.004998720005446905
sced	0.005033567386558227
Rab23	0.005044154203271873
CG8111	0.005063574462585425
Cnx14D	0.0050793225552156285
ssp	0.005093042693494923
CG4455	0.005096683525020716
CG2701	0.005101070047307575
Ote	0.005113378892166901
CG3626	0.005123232998501347
CG4953	0.005154983412194722
CG8177	0.005178236303869011
Sin3A	0.005180435661763065
Dbp45A	0.005196506405429478
CG2915	0.005201898614117876
Rrp47	0.005210852861807009
PGAP5	0.005216332865027353
CR45928	0.005220520026065752
dj-1beta	0.005233626865971895
Gas41	0.005241383549331458
CG45186	0.005243357315521547
CG6230	0.005243764331771402
alc	0.005259307678988154
CG8300	0.00526000286546469
scu	0.005269247240407086
Prx2540-1	0.005319607077524846
CG11134	0.0053213235013196206
CG7280	0.005368430171952999
ana3	0.005376692940163444
CG7593	0.005378358005306759
CG8892	0.005381159361501929
Rpi	0.005412426336907693
CG12496	0.005414470991438294
Actn	0.005423163721037507
CG12288	0.005428354811672643
pins	0.0054382735809779545
CG4080	0.005468619077272832
CG16787	0.005486570581766643
alphaTub84D	0.005498055606797984
Invadolysin	0.005499469281982523
CG5027	0.005508817012635211
l(1)G0007	0.005554180903990899
CG2608	0.0055554506377661714
CG2493	0.0055907072635962346
bmm	0.005597688258637906
RpL18A	0.005604144842552467
CG8366	0.005609288141940943
Nipsnap	0.005611936365965756
Xpd	0.005612882592067971
CG18065	0.005622490288057704
Irbp	0.005647240305985845
temp	0.0056584720747109695
puc	0.005710397659061443
Ge-1	0.005730318376315617
CG3744	0.005731407743184067
IntS12	0.0057316102745630934
Rab10	0.005770938211106808
CG8003	0.0057745694703816245
CG10214	0.005830378142019829
CG12155	0.005863203203450861
eIF-2gamma	0.005869815135431988
CG15766	0.005881679134963997
Pli	0.00590109891879777
CG11399	0.005903371845018427
Pka-R1	0.005908801041049304
Sir2	0.005910064884865164
ORMDL	0.005919320464611989
kz	0.005927028049660351
CG4390	0.0059516546086259715
porin	0.005952940279451156
CG2076	0.0059596229873765194
CG6841	0.005964886195311421
CG11089	0.00598143066002965
E(var)3-9	0.005984245783582779
CG45050	0.00602157656875854
Vps4	0.006055745456866995
CG42487	0.006066780533439412
PIG-V	0.006098925428135208
CG6750	0.006102539605788854
CG13359	0.006119653229044899
CG7530	0.0061203054079291335
CG13711	0.00617448620142145
Bub1	0.006204549650078848
CG6091	0.006213019623993594
CG6418	0.006230325492971919
CG14194	0.0062313006288194
CG5168	0.006259437000334666
Atg1	0.006289857755030746
dop	0.006290899579134192
Atg8a	0.006294117655674796
CG6523	0.0063122848315081016
CG5703	0.006327527193477337
CG11141	0.006327794348886842
CG42672	0.006343663914569393
B4	0.006353070283249046
CHMP2B	0.00636214818966956
JTBR	0.006434316835200728
CAH2	0.006450058159150056
CG18659	0.006462586339762679
CG9727	0.006473650627281752
CG12360	0.006507056970471767
Orc1	0.0065498871099024724
Pms2	0.00655919723322226
CG34310	0.006597258226161926
ATP7	0.00660581327418073
bin3	0.006614580976803622
p53	0.006619842653499228
Not3	0.006633893402757597
mTTF	0.00663587144212815
CG2887	0.006661200984615103
CG2941	0.006663002478445255
Cyp6a22	0.006681001286079902
CG9034	0.006711947199073855
p47	0.006725548811476134
Klp64D	0.00672805293220338
CG8312	0.006734722133049876
CG10274	0.0067396567596685235
Bacc	0.006761236506292232
CG17260	0.006764864427709752
CG6724	0.006777740454348839
CG1707	0.006798388934349648
Orc4	0.006859586848518312
NDUFS3	0.0068837265233690995
CG34266	0.006921788851147989
cpa	0.006964471420314891
Pfk	0.007003488222684375
CG2519	0.007008908149708846
wech	0.007037296503523304
CG1309	0.007042007144815168
Vang	0.00706436998594657
CG30105	0.007067887579389068
Ssb-c31a	0.0070869293696448074
CG7506	0.007109819320772606
CG3679	0.007146580419481604
CG8771	0.0071482639708878295
svr	0.007148351015727308
CG4622	0.007236560833985636
CR43465	0.007285716970729048
Taf13	0.007286785417147222
CG14883	0.0073333978740723945
CG10874	0.00735915440038926
CG14411	0.007424946699969137
CG42245	0.007435388766745443
CG18292	0.007487320776366179
CG17598	0.007488856009215297
CG31457	0.00749966499097125
Not10	0.007502775420413817
CR31514	0.007506216713790926
Ugt36Ba	0.007524953965581686
Mcm2	0.007545316008345712
ERp60	0.007551273076053804
cdm	0.007594858132827793
CR45815	0.007614633869565048
shrb	0.0076502814816683095
Brd	0.007656685182453533
wol	0.007671984536200585
Cypl	0.007702229620610419
CG6693	0.007753164662800499
CG11920	0.007764444574010924
Dpit47	0.007804204577316549
CG13713	0.007811638980091182
CG9318	0.007878059624015854
Klc	0.007900638383674025
e(y)1	0.007916678234097677
Drep-4	0.007940455539852547
CR46029	0.007950613403308441
CG2911	0.007972035233534569
CG14787	0.008017909386747561
Tim10	0.008033483469260704
CG4101	0.008033502371493343
CG11756	0.008048754612446592
beta4GalNAcTB	0.008128163795294185
CG9992	0.008128281320528419
GstD9	0.0081698724333091
CG1703	0.008177835110096995
Pbgs	0.008219761177599752
CG12173	0.00822435073392246
CG15093	0.008260850952032975
CG33054	0.0083083765639936
Acon	0.008314442720298985
CG32365	0.008352261903507067
CG13000	0.008363793571789128
dbo	0.008408726727610533
mt:tRNA:K	0.008423877621804014
CG2162	0.008435265892401725
CG32428	0.008482419220623974
Nup107	0.008486570828848876
CG9436	0.008488774962982183
Aats-asp	0.00851932756463208
CG5013	0.008523043421584428
Ranbp9	0.00852379700386289
CG4537	0.008538203132465989
CG13690	0.008538207491466537
MED1	0.008538542441911726
Zw10	0.008585817203254568
l(2)35Bc	0.008593280580532445
Mpc1	0.008617125591096
CG12822	0.008728658483565879
Capr	0.008761556368750489
vih	0.008761736274225714
mus81	0.008822426091136416
CG18853	0.008830816407742536
CG42498	0.008853411332097577
CG30184	0.008889245952883113
qkr58E-2	0.00889357621008535
CG3338	0.008965216288742807
CG3860	0.008983335512084276
CG7324	0.0090158811611746
CG4511	0.009063965409677608
PDCD-5	0.009090035116540407
ZnT63C	0.009120774957651928
CR44592	0.009125665485157804
CG13392	0.009128821738144034
Nup98-96	0.009137706987243872
CG17807	0.00917884421972339
CG6610	0.00918529365027131
CG5604	0.009186327338145497
l(3)04053	0.00924320847007131
CR44340	0.009282910532820519
CG31918	0.009290607815509694
CG8485	0.009303308394581536
CG9391	0.009320250959783935
CG30403	0.009375760513359303
Rab5	0.009416675903457234
Sptr	0.00942080160537217
Ucrh	0.009420891423258816
CG9890	0.009434854504606465
AP-2sigma	0.009455961068759998
CG11151	0.009462762864820541
alpha-Est5	0.00957887274244743
fend	0.009596496194037478
CG1882	0.00961737856419055
RpL23	0.009621302836663577
CR43651	0.009626017737344566
HBS1	0.00964952020393666
CG17168	0.009725756558607895
CR44512	0.009748821004026798
Rpb8	0.009755097079566618
RpL22	0.009781345822205724
Aats-met	0.009823183111211243
cv	0.009871250157816779
pyd	0.009954495223012231
CG4593	0.00996454734963014
arx	0.00997912761387136
Rab1	0.01001435811666934
CG8460	0.010017101988383388
CG9356	0.0100351067978887
CG14803	0.010036285692844926
CG12582	0.010037298564432279
CG2051	0.01004639127388553
CG17493	0.010056203950964206
Baldspot	0.010062825336748507
CG10209	0.010167337317186465
MRG15	0.010263562395940382
mRpS11	0.010294017568827122
CG11455	0.010306170400659875
CG8314	0.010308978031925662
Prosalpha6	0.010349672682303362
mRpL19	0.01037097253943767
Bub3	0.010386648698226355
RpS15Ab	0.010390056503718064
CG4968	0.01043215597306475
CG32442	0.010433797724937221
CG12320	0.01050759970755582
RpL13A	0.01052786551155188
CG10903	0.010548604525668942
CG6051	0.010575875475121439
frj	0.010650278243773827
Arp8	0.010700669058257619
Src64B	0.010707996991998979
CG13928	0.010739016777804259
CG14020	0.010752790383371234
eIF2B-delta	0.010761203729835111
l(2)37Bb	0.010777221716954439
CG9603	0.010802585557188181
bl	0.010927068880239775
mRpL15	0.010936749021186541
CR44680	0.010976464742756702
Upf3	0.011028047908663281
Axs	0.011030615234904935
CG11652	0.011129000825862514
CG4686	0.011139040871608616
pre-mod(mdg4)-Y	0.011145755876021131
CG15817	0.011165018918359321
l(1)G0045	0.01117927433925361
Nf-YA	0.01119092883450949
mt:ND4	0.011279230934393996
CG2277	0.011286483071345433
Pallidin	0.011401441438577655
CG42374	0.011404617814746863
Fen1	0.011416169159040703
CG33276	0.011466685093275007
CG10424	0.011471598994536219
CG14550	0.011491303463294014
CG12896	0.011576788303081736
Rad51D	0.01161672048416009
NFAT	0.011625373348488472
Tango2	0.01162842499588157
dgrn	0.011658505828776868
CG5938	0.011704858821575488
Sry-beta	0.01175446440364764
Cdk8	0.011768293943742989
pll	0.011782649148353544
Tip60	0.011782792321766409
CG2059	0.011805742628811542
magu	0.01186512988047434
CG11248	0.011875040859586412
CG9175	0.011968667133964947
eap	0.011994790229528018
ranshi	0.011995949511204031
dia	0.012007481943260692
CG6404	0.012023542355946059
ind	0.012188060542963739
CG12262	0.012210876924520437
CG13082	0.012333931558300251
CG10585	0.012350710970912164
CG10217	0.012414320446046585
CG8145	0.012417452133446878
CG13689	0.012495337905363824
CG9636	0.01252414066470049
CG8891	0.012539817798479768
RanBPM	0.012573662099602891
msl-3	0.012576507794844795
CenB1A	0.012584314517354266
cerv	0.012598824325212886
CG7332	0.012612815127895853
nocte	0.012617908271601884
jvl	0.012663806233282447
mt:ND3	0.01273218922764841
Rtnl1	0.012782023509979194
CG12744	0.01281000198628139
CG9319	0.01285047178348929
schlank	0.012861094998260394
tam	0.012879362243696787
Mes2	0.012890436746059731
dmt	0.012914622253941306
CG31342	0.012942129669544559
btn	0.012952143956593283
Ipp	0.012971894142146506
Seipin	0.013030425658895199
CG4627	0.013063069255493758
RpL8	0.013078825660811798
CG12576	0.013089479287149151
Cbp80	0.013090669757405473
CG17059	0.013099634972487898
RecQ4	0.013101778221243825
CG5726	0.013105156360080588
Sec6	0.013188549415209028
ssp2	0.013214226672359124
CG32448	0.013219081188371286
Spn55B	0.013301921200850322
CG8199	0.013329772605172527
bou	0.013365162953373385
CG3842	0.01342747735959824
CG13667	0.013459547397395499
Tango11	0.013499907095469523
CG2202	0.013507151350313575
aph-1	0.01350925846333532
Spc105R	0.013516406802564688
CG5850	0.013541991297486938
CG44254	0.013568632651124768
CG8031	0.013568692545527656
wal	0.013571628346415034
Ns3	0.013644807909333348
Mio	0.013695208051704594
CG9922	0.013712092102490858
Rbm13	0.013728247473860611
CG31122	0.013758615268550723
CG8386	0.013783880259532698
CG8726	0.013824511556281137
CG3295	0.013827548615003214
CG3238	0.013851803757062037
RnrL	0.01389157359788638
gcl	0.013985134458212117
CG12237	0.014003241026570346
CG16953	0.014033192325126571
Fit2	0.014048885432169516
CG10188	0.014065098637359177
CG15912	0.014074362074683992
mkg-p	0.014082885614897008
tkv	0.01411297779818485
Hop	0.014116278749939036
VhaSFD	0.014149055219190678
deltaCOP	0.014194888124364808
DNApol-alpha180	0.014224278611691017
eca	0.014254444333136941
Paip2	0.01429252383640005
CG8671	0.01430845870114725
CG12895	0.01433730579151721
Vha13	0.01434173799217337
eco	0.01438449261149841
CG42568	0.01439467181365208
CG4610	0.01442832857896328
CG5745	0.014437985652563698
MED14	0.014600243355247462
Dyb	0.014645432733207418
ics	0.014650559027072985
CG44005	0.014697551380960207
Sec3	0.01471863207331683
CG6852	0.01472436238594639
Ir60b	0.014729586608265174
ATbp	0.014732599840247853
CG11697	0.0147616061415094
Srp54	0.014812598202577373
CG14230	0.014909945461700986
mt:CoI	0.014927268465629714
Cfp1	0.01495069206717655
CG13671	0.014952792012034583
Mul1	0.015049058346597644
CG10795	0.01508987706151583
ast	0.01514922638806487
CG10732	0.015155226759030901
mRpL17	0.015161522459664957
laza	0.015202673991990732
Kmn1	0.015298071497334285
CG4552	0.015314330985932401
Adk2	0.015317215550210815
Ranbp11	0.015405712024643243
CG5705	0.015576550566348352
CG34195	0.015597605068739582
l(1)1Bi	0.015656322724999918
parvin	0.015687198539575824
Dgkepsilon	0.015706081548683238
CG3740	0.015735740472643537
CG31915	0.01580895500081514
EloA	0.01583948076854576
IntS6	0.015864527173359448
grsm	0.015914673306824334
mRpS16	0.01591703547766183
CG9776	0.015965380011706123
CG14667	0.015992303656992075
gukh	0.0159928134424567
csw	0.016157134389575556
Pak	0.016179201094631807
yip2	0.016209340509486594
smg	0.016419864444533527
roq	0.016424214265213184
CG34293	0.0164849419129753
CG8814	0.016579173980622187
CG9934	0.016628030790574823
CG5707	0.016651863384900413
CG7048	0.016705021685413764
rin	0.016895474994449853
wdb	0.01709493956730167
cert	0.017102304367552387
bbx	0.017121737646779486
CG1486	0.017122887719149087
crm	0.01712866054796316
CG6325	0.017148600424343487
CG5500	0.017218073804706722
CG2604	0.017306992228976657
CG7430	0.017332603474592218
CG32576	0.01735241630795929
Pp1-87B	0.01742631064637824
akirin	0.01743606291855108
kel	0.017447442481947423
CG2921	0.017521169504096216
Su(var)3-7	0.017527902736923288
Tctp	0.01754654769299188
tum	0.017592936231080165
CG15027	0.01763356979882616
Fs(2)Ket	0.01770028043211096
Osbp	0.017714696192630094
CG31551	0.017723876168787966
CG31549	0.017728043948981375
EloC	0.017754324083352854
dgt2	0.017794179576382546
CycB	0.017799278753068817
RpA-70	0.017820203524630398
Vps25	0.017820447255755923
pic	0.01786837328646862
Rbf2	0.017888099002735476
ltd	0.017913900882995777
CG3085	0.017914001676350516
f-cup	0.017933206722961996
Dpy-30L1	0.017940757316014546
Stim	0.017946627178808395
JIL-1	0.01797181472912249
mTerf5	0.017974422703700126
pncr013:4	0.017982621535171828
CG11388	0.017997398641272762
Cnot4	0.018011927119121213
CG11825	0.018031945106486813
CG32250	0.018122592620095336
CG34308	0.018123025470702044
CG40127	0.018318074520158944
CG17270	0.018349943406943143
Surf1	0.018383092744150484
Smg5	0.018396476514120595
wdn	0.018483514213112777
CG2321	0.01850529535026805
SpdS	0.018571693827636127
PTP-ER	0.018575806001134575
CG4165	0.018620946630111705
Tim17b	0.018632617614912424
Nsf2	0.018694446936797872
snmRNA:184	0.018712377904203065
mRpL28	0.018758865852429685
LpR2	0.018805740863494062
dm	0.018850406141362967
PQBP1	0.018862642679221674
CG9346	0.018966398191711618
PpD3	0.01899338175583345
hfw	0.019044850047107986
adp	0.019140576149573554
Not1	0.01919596908340759
Topors	0.019272102711805978
mod	0.01929711832402267
CG6833	0.019364078401156122
CR44731	0.01940698870653964
CG9065	0.019422565082266044
Cyp6u1	0.0195380313302947
CG10147	0.019563463414146966
Hsl	0.019647920021799322
mRpL49	0.019678546426836068
COQ7	0.0196934242570968
CG17574	0.01978641171449464
CG13096	0.019878419158807857
CG10959	0.019883076512967723
CG4972	0.01993504963839603
dos	0.019953573522714242
CG5815	0.019980965155301907
CR45886	0.020034728214475692
APC4	0.020040034046329105
emc	0.020112229691251638
CG8142	0.020121605022374887
CG18171	0.020344520300886237
Sps2	0.020358408106814056
pgant6	0.02065441923156407
APC10	0.020739858256972287
DUBAI	0.02074884303317793
Nnf1b	0.020798226288114296
abo	0.020893488596896645
Sep5	0.02094734684607851
CG8191	0.020951045089065926
B52	0.020959486261011455
CG10208	0.02103490728136313
Magi	0.02113517024364975
CG13760	0.021185798786171897
CG31729	0.021266003441275324
CG18446	0.021284592217300155
CG11210	0.021317435233435815
Zn72D	0.021405575924103287
rpk	0.02156110816194469
CG9467	0.021585368676366373
tor	0.021626575355306963
RpL36	0.02167065065321921
CR10102	0.02169794878752714
Grasp65	0.02170429962812647
CG5466	0.021768960358204883
CG32164	0.02182870840994788
CG11906	0.021840783931630463
CG3797	0.021935428445925526
Rad17	0.022006482995041828
CR45827	0.022194800782914907
CG6734	0.022224712266513614
CG13865	0.022271230471810136
CG8229	0.02236052256433752
spict	0.022412327996438483
Spps	0.022418000018565414
Nf-YB	0.022430540092120022
Thiolase	0.022562352962008054
Lis-1	0.022576741660342688
CG10555	0.02258439873874538
CG17565	0.022597765285602183
CG32856	0.022620662042527342
Sry-delta	0.022623851963040037
Klp61F	0.02263898014394602
CG30499	0.022683830882046837
VhaAC45	0.022710661736946983
CG18549	0.022761660682939475
CG17078	0.022767596625659886
Apc2	0.02278857655809865
kay	0.022813736634288952
CG10639	0.02283299554675913
CR45894	0.022946993004360292
KrT95D	0.022956973264221768
Tsp3A	0.022971852322627793
CG5104	0.0230337195976682
AGBE	0.023108576036516715
Ppat-Dpck	0.02311983668244624
CG9863	0.023149604597643036
viaf	0.023212138606055307
CG14613	0.02337493619884169
CG13314	0.023388822078158854
Mdh1	0.023501532223076476
CG31908	0.02350658903341469
Taspase1	0.023536804986634893
sktl	0.023548792426301406
CG8728	0.02356502437071654
Marf	0.023595947333385554
CG8839	0.0235962463536493
ix	0.023678676181102712
clu	0.023704996661601946
eIF5B	0.023845950787872175
CG13322	0.023872277172100664
CG7706	0.023902300814503046
RecQ5	0.023946703325610042
CG12012	0.023957670358439126
rtet	0.023990289208234233
CG8920	0.02399118342229951
CG11590	0.02409118544122337
CycT	0.024117477417569318
CR43264	0.02417590386383052
PpV	0.024183158322076608
CG16890	0.02420982103107503
CG14618	0.024225061656383825
snoRNA:Me28S-G2596	0.024406798696886157
GstD2	0.024428975059745048
RabX1	0.02443415965179408
asp	0.024471218667735297
CG10444	0.02461001226650964
chn	0.02465112161491907
Las	0.024665186926596232
Madm	0.0246656760193642
CG7137	0.024689145658987086
Chd1	0.024696665572124524
CG8331	0.024727083080911528
CG10268	0.02483620725602073
CG9715	0.024837847984560325
CG5589	0.024853950207874977
CG15482	0.024882452431801372
l(2)tid	0.024965225793785423
E2f1	0.024980904134709978
Sap130	0.02509925638557835
prtp	0.02510749867676698
Tfb1	0.02513732507926732
Jafrac1	0.025171456201069833
His4r	0.025300953676342976
NC2beta	0.02538765057393933
mbm	0.025391062843103874
CR45149	0.025456256643287104
EcR	0.025505164227534686
nmo	0.025605147022661822
CG32022	0.02561921260841301
Msh6	0.025698899515762336
CG42240	0.025742241438404038
Elp1	0.025749999205889197
spin	0.025787829954715177
CR45479	0.025842560984426267
CG15514	0.025903896253017897
CG7071	0.02591328768214436
Taz	0.025982710955144088
PEK	0.02598667491527588
CG30398	0.02616983112053854
CG12301	0.02624502637936016
Lsm10	0.026254100156058398
sip1	0.02631633474443458
Deaf1	0.0263474758800528
CG2201	0.026378465770649628
Taf4	0.0264226864052748
dom	0.026427790868566857
CG11414	0.02650739463871202
Khc	0.02652028813680209
CR45631	0.026553065881120184
sun	0.026614825858590034
qkr58E-3	0.02669179249567953
CG4729	0.026723628883534207
l(2)dtl	0.026753588082512738
CG43320	0.026779213500958465
CG9125	0.026785512375806897
Rab30	0.026805847234721816
CG41128	0.026844794625965146
mars	0.026863121392014033
CG34261	0.026867489624068465
mnb	0.026912136655786793
vir	0.02698749717082019
Acf1	0.02700272497309183
CG40228	0.027054502914974958
CG1371	0.027089467063821888
CG7414	0.027102230037454145
CG6379	0.027183916666111346
CG3040	0.02729874514932464
CG33506	0.027319695234179937
Mocs1	0.027319738945678792
CG12512	0.027338766818766486
CR43496	0.02737755401499856
CG3700	0.027490724180021422
esc	0.027492154836438132
wda	0.02750856382602558
CG3065	0.027560082265417594
mRpS6	0.02757742460767279
Ssrp	0.027610601062288694
CG4045	0.027634403148009298
corto	0.02769828139865504
mRpL10	0.027711671283271
kuk	0.027732674083251058
Arp1	0.027751920095857467
CG7049	0.02779126930043325
CG14684	0.027806757020806476
tef	0.027880527773296877
Mkp3	0.027931738932106872
CG10590	0.028006064356397766
CG33052	0.028036462000289496
CdsA	0.028049947565948623
CG1444	0.028053849387458404
CG43345	0.02814150582776796
CG12107	0.028159664759731615
CG33774	0.028169346586139614
CG14174	0.028228899310155223
CG7384	0.028249633539843243
CG11110	0.028277274056241287
CR44382	0.028291866929590834
CG13901	0.028491828395447994
CG9821	0.028508406201845846
Iswi	0.028518713915607584
CG3402	0.028563419859823528
CG2258	0.028647670429142146
Tgi	0.028850558508399484
CG10435	0.02902680188927506
Arc42	0.029221865338339488
mRpL32	0.02926069322213223
Vrp1	0.029540630256322923
Hus1-like	0.029561935641286143
az2	0.02960898204536473
kune	0.029652195015964444
spd-2	0.029686155915594988
Tsp96F	0.02969417313469258
Vha100-1	0.029750100199042537
CG3731	0.029763858087344008
CAP	0.02984863509820724
Pp2C1	0.02990200673251153
gfzf	0.03000299588666782
Z600	0.030038387431453643
sinu	0.030042008652102267
CG3857	0.030071974803327774
CG1888	0.030293746225534057
lin	0.030362478485575134
Pmp70	0.030367472252278885
CG9536	0.03044645746329454
I-2	0.03045270286808297
CG14688	0.030473122806576894
RpL28	0.030593669269492498
CG11342	0.030668889314362128
CG12128	0.030683373410950603
ldlCp	0.030721380185058964
CG5807	0.030724736498834726
homer	0.030783802395863973
CG14651	0.03081162710104976
CG31546	0.03105671917578087
mus304	0.031100160643302968
CG14817	0.031168120063578525
bam	0.031308935556430204
EDTP	0.03137161331838086
CG7949	0.031379875846256254
Dph5	0.031483447466218104
Rpn1	0.031514969838986724
Atox1	0.031707637346258644
CG34456	0.03170925951340271
Arpc3A	0.03187688268268089
RN-tre	0.031883790741545966
CG9925	0.0320249088583706
wek	0.0320629845615174
CG8461	0.03214314576762154
Cpr72Ec	0.032198074150069846
CG31548	0.03221549927369386
CG12499	0.03227114460281133
CG4004	0.032290229861035365
CG11309	0.032291605219626915
CG13484	0.03229706545210964
CG14410	0.03231807183050814
CG11857	0.0323263670203716
GstE13	0.032414004993952965
CG13871	0.032453862137192944
apt	0.0324568153178215
slmo	0.03272450827556705
CG2034	0.032731350289880105
Tif-IA	0.03288624511123018
CR45874	0.03310114129349088
udd	0.033112278688715434
CG12213	0.033165108014860036
mib2	0.03317583460110619
Tpr2	0.033281366045511754
CG9062	0.033310462227745204
CG9286	0.033487398799355195
NiPp1	0.03357971606938956
Skp2	0.03369466425702453
CG3358	0.03409456976492909
Golgin84	0.0343244164908054
CG4553	0.034469870977041565
CG6191	0.03449108512784236
Lsp2	0.03449643569602897
Arp10	0.0345167844985528
CG32758	0.03469049567920319
CG17359	0.03473537617086901
CycY	0.03478288367669204
wnd	0.034788731200766025
yrt	0.0348229325480595
SMC5	0.03484497816578178
CR43723	0.03484856031843058
Cdc23	0.03491424815117607
CR45525	0.03503033870144612
BobA	0.03515156363628933
CG3803	0.03519368684875004
Rac2	0.035268744317298
CG13926	0.03537152466447437
CG5808	0.03545399686363963
CG42455	0.03549667449369199
CG9662	0.03559897168409091
CG17652	0.03562395123743439
ncm	0.035745537602780784
CG14414	0.03574684314083328
AP-1-2beta	0.03576566508444959
CG9804	0.035974215232457585
vig2	0.035982896292966755
CG17328	0.03618694302786533
CG14671	0.03622462166321434
Su(var)205	0.03631009601119269
CG13993	0.0363958608153814
CG9099	0.03643555080343801
cue	0.03651261918373632
CG15439	0.036621291643445755
CR33987	0.03678246594193198
CG2025	0.03681142778817976
Nurf-38	0.03688363130042093
CG6453	0.03697967427476559
LIMK1	0.036987723892971724
CG43954	0.036991877463163764
CG9304	0.037160688218544555
CG5934	0.037166275754012185
CG31111	0.037329978416016124
Spindly	0.03734547225075234
CG7536	0.03767928095649623
CG11279	0.037736209301825696
CG13369	0.037766255550005345
CG4069	0.03781577334310899
ste24a	0.03783579860095729
Arf102F	0.03784234399082944
CG11880	0.03785348495088729
CG3625	0.03788329505455224
drk	0.037939610945453665
CG10584	0.037983076060909275
CG30185	0.03805140021412155
CG31278	0.03824255038049576
CG10320	0.038380359578436815
Lamp1	0.03854236175234299
Tsf2	0.03862129366274242
CG6094	0.03873308596833118
mRpS25	0.038758629494163185
Cand1	0.03877823623368401
Diap2	0.038797398722166254
CR43650	0.0389047383981752
dome	0.03895324505583189
fok	0.038955833405092684
Trn-SR	0.039012296231622924
ato	0.03903988943894465
CG10863	0.03904541825122669
U3-55K	0.03913404933372712
CG12016	0.03918166235403947
Tim9b	0.0392621033859421
CG12788	0.039262110410834376
su(f)	0.039353338043589314
CG7206	0.0394499774858354
Ppt2	0.039456035613762735
mip120	0.039483926249137005
CG5645	0.03950359283700724
lkb1	0.039651904792583494
Bin1	0.03965512583395618
RagA-B	0.03968832177745147
CR45473	0.039708300103362744
CR44294	0.039746174327684264
Dsor1	0.03980705325631783
AlkB	0.03990985555251148
ppl	0.03997742080505447
m-cup	0.04005574121578494
Reg-5	0.04008049453619177
Rtf1	0.04017876422401333
Pvf1	0.040207191457882506
CG13430	0.04020980587970176
l(1)G0320	0.040344606369436826
CG7182	0.04037613800029017
Ufd1-like	0.040517102714805624
ATPsyn-gamma	0.040590229990252545
CG10428	0.04059628237842506
Yeti	0.040626601291618276
Ubc7	0.04062689569922009
PlexB	0.04064639224531461
CG14985	0.04074907406164021
tos	0.040777985762493196
Mes-4	0.04079960463856747
Glg1	0.04081073433402041
mRpS24	0.04083317777777195
CR40354	0.0408365780883347
Vps39	0.040848912921304076
CG15876	0.04093367295750645
CG3397	0.04095639734660378
CG6550	0.04102403455190531
CG5590	0.041171626144699526
Prosalpha2	0.04119600366615896
R	0.04126665034279416
Tapdelta	0.04129741174901247
Set2	0.04142801032471443
CG5664	0.04146780764821659
Neb-cGP	0.041615114204312596
Lst8	0.041720302678893
wts	0.04175234278432344
l(2)37Cb	0.04177780767759621
Pitslre	0.04177827317487403
Top2	0.04184194107806377
CG11665	0.04188739061703249
thr	0.042040117184675284
CG6617	0.04206836353170298
l(1)G0232	0.04208180114797728
CG32425	0.04211081458265685
CG2811	0.04221124696232957
CG6937	0.04230057694203175
CR44906	0.042325540745928765
tlk	0.042356150201202494
CR45409	0.04242925310596957
janA	0.042525654826985455
car	0.042660283596199264
Rabex-5	0.04285392383711202
rt	0.04296430820689005
CG5116	0.0429706389568901
Der-2	0.04300000722914096
rumi	0.04304269894699629
CG11807	0.0430446298429049
cact	0.04322541086782981
Taf8	0.04328260080358922
CG3308	0.04332215940114323
Vps35	0.04333530619326568
Cog3	0.043358974939360195
ghi	0.043394762572878234
Gmd	0.043493382540373084
SmB	0.043628948509616454
Nap1	0.0436716881435597
CG10343	0.04393410973189462
for	0.044148413580207574
snoRNA:Psi28S-2444	0.0442195440250478
Atg13	0.04423166078526688
mt:CoII	0.04431717852519684
CG5872	0.04456326443300829
CG33096	0.0446893110464894
Mys45A	0.044896394556320024
CG3732	0.04494446356048153
CG6983	0.04504741292546417
mino	0.04509245465664645
CG4408	0.045097846440470414
CG14100	0.04534200907129481
CG33213	0.045445828581509945
pgc	0.04548117648992588
CG13016	0.04555549106706156
CG17841	0.04563196360132106
CG14352	0.04570321544252039
Jarid2	0.04581712187890755
mRpL39	0.04582134048413226
RpL4	0.04584587752779762
cnk	0.046093446138034185
CG6791	0.04623566693079098
CG2926	0.04637157045781421
dob	0.04649366170000993
CG34408	0.04650332337295396
CG14135	0.04664609649000536
papi	0.04668415774698173
mt:ND5	0.04678134356373479
CR43430	0.046883087991954314
CG3303	0.046886057543196524
RpLP0	0.046916540546011395
Rpb12	0.047297314553506185
l(3)07882	0.047342339793473076
Ccm3	0.047392778387984856
CG4291	0.04757140447555267
CG3386	0.04759513149762218
