gene_name	p-val
pnut	0.005676571452617576
bin3	0.005677668063405836
Pi3K68D	0.00571961960329258
NimC4	0.005725934256319208
Klc	0.005757590239290338
CG6091	0.005770420616330454
CG2701	0.005779177074203303
lds	0.005781083723612428
CG7172	0.00578853902455461
Sap30	0.005825687079459954
sced	0.005825876344750336
CG3530	0.00583749293062598
Rrp47	0.0058570662327425875
RpS16	0.005859449297394209
Rab10	0.005860335037098262
CG10089	0.0058672489251987365
CG4953	0.005868759528205339
alc	0.005882767020314407
Atg1	0.005894640450481409
CR45889	0.005922756473120747
CG12496	0.005938758822755522
CG45186	0.00595639324513042
Rab23	0.005963375455896194
stmA	0.00599831418686366
eIF-2gamma	0.006021096047999064
CG4404	0.006033109537324824
CG9034	0.006035007590073828
Ge-1	0.00604643515216503
CG3626	0.00607470349805607
CR46003	0.006093147153974106
Nipsnap	0.006122924542144703
CG8892	0.006135739790805525
Pka-R1	0.006153276538249606
Rpi	0.006159955756186996
CG8003	0.006165268196491162
CG32069	0.006177298361454613
CG11456	0.006178758319042012
Ice1	0.006186757517492152
CG8152	0.006218751083000963
CG6724	0.006228975277608915
Atac1	0.006230191282677119
temp	0.00623217191212692
Pect	0.006277523593297223
Snx16	0.006288747977809202
CG3744	0.006289238437833852
CG4080	0.006289830609336827
Pex14	0.0063072472802584495
Atac3	0.006313796653710115
CG2493	0.006326094585976866
bmm	0.0064225565107947705
CG11693	0.0064669886716251295
CG30105	0.006473922535265359
E(var)3-9	0.006482532659545587
Not3	0.006494838208900533
Pli	0.006494907338293901
CG33785	0.006504774957106837
yellow-k	0.006607536417585021
ssp	0.0066097629516322556
CG8034	0.0066158616053625455
Prx2540-1	0.0066167001051444215
svr	0.006621558706699133
Cnx14D	0.006634133581332845
Bub1	0.0066650705281135186
Vang	0.006706931513203469
kz	0.00672325935812539
CG8111	0.006747026307478561
dj-1beta	0.006813518187521976
Dbp45A	0.00681470409862571
CG3679	0.006817769417012016
CR45928	0.00681821275074696
porin	0.006819484695727592
Actn	0.006827777897156726
Snap29	0.006833862585246593
CG10214	0.006848828590677045
CG7530	0.006855416260720953
CG2887	0.00685590764060072
CG6841	0.006863529972511367
Tap42	0.006883321072684943
CG11089	0.006894901037969742
CG8312	0.006905078321862194
PIG-V	0.00692612818254789
CG11141	0.006929493035176924
Src64B	0.006940859381080034
Vps4	0.006970636453961872
Gas41	0.0069806133902210925
CG6230	0.00700627603296681
CG34310	0.007028876003710153
Ote	0.007041749520431362
JTBR	0.0070452751869151875
CG8177	0.0070732923266808
CG14194	0.0071014041249342465
Orc4	0.00713054742498888
CG2915	0.007143382539770879
l(1)G0007	0.0071814187642080555
scu	0.007192455594313117
CG11134	0.007196816019661428
CG12288	0.00721011394004757
CG14787	0.0072143653261155915
CG8300	0.0072245166707408425
ana3	0.007237925073417703
Cyp6a22	0.0072696964547603726
CG16787	0.007275521626624765
CG9727	0.00735547577611317
CG5027	0.0073574595249507315
CG33054	0.0073805904392777195
Irbp	0.00738982973551939
alphaTub84D	0.007402206006666936
ATP7	0.007407914551198067
Invadolysin	0.007408246927403646
CG10874	0.0074387515650273794
Sec3	0.007439990617472278
pins	0.007449104950113715
wech	0.007496520050652313
p47	0.0075272317305048984
CG2519	0.007568025071762437
CG2608	0.007614201532151924
CG8366	0.007646065244486696
Bacc	0.007646894016374272
CG8771	0.0076485534964689525
CG2941	0.007655378405076552
IntS12	0.0076750734159495805
RpL18A	0.007675111181455706
Xpd	0.007681455986507358
CG18065	0.007702728429027373
CG14411	0.007708510560076128
Ugt36Ba	0.0077100222554439615
CG17260	0.0077414822250183556
dop	0.007783116716600502
CG6750	0.007790125626644503
CG42487	0.0077977019213108355
CG5168	0.007807795490676042
puc	0.007808797860272228
RecQ4	0.007837351192775687
CG6523	0.00786524981786446
CG15766	0.007878932967491955
CG11399	0.007951357839246793
CG6418	0.007958269417234688
CG17598	0.007959354710989488
CG4390	0.007997184582276254
CG12155	0.007998965279373561
Dgkepsilon	0.00800697600862687
mTTF	0.008030755509511949
Atg8a	0.008038530810228962
Sir2	0.008042164257462405
CG18292	0.0080537605442353
CG5703	0.00810052771605571
CG45050	0.008144141640419966
CG13928	0.008165153992043355
CG9992	0.00822026792685874
CG13359	0.00824759924745251
CAH2	0.00832964588863781
B4	0.008369506266091089
Rab1	0.008394870000747194
CG13711	0.008403402273651907
Dpit47	0.008407043965412914
CG10274	0.008408664196287231
ZnT63C	0.008413688991099552
MED1	0.0084339610532769
Ssb-c31a	0.008473901703061823
CG18659	0.008485326792474542
CG9318	0.008521999826003405
CG42672	0.008595904901834876
CHMP2B	0.008596900338689192
Pms2	0.00861561117860741
Prosalpha6	0.008620952803325935
p53	0.008634713493609841
CG13690	0.008643726277001041
cdm	0.00867858035906513
CG9391	0.008705378645082624
Acon	0.008705388641921845
CG12360	0.008769344186557938
CG6693	0.00880997927514482
Zw10	0.008834815227535734
qkr58E-2	0.008837161185149125
Orc1	0.008837617077553551
wol	0.008885274946986689
CG15093	0.008971930578737396
Klp64D	0.009028572284735702
CG6610	0.009067781484101447
CG1707	0.00915905606379038
CR43651	0.009164497532569559
CG2162	0.00918650913182094
cpa	0.00919004731670971
NDUFS3	0.009211144185696723
CG1703	0.009280733682361824
Pbgs	0.00929028758052263
CG4101	0.009325387667711724
CG34266	0.009335181513995084
CG42245	0.009345710532086528
CG32428	0.009366278533093353
CG4622	0.009423256875307233
CG8485	0.009486309713629277
Brd	0.009499711416998955
CG1309	0.009501459433467986
CG7506	0.00951723279483901
Ranbp9	0.009524811386333308
Cypl	0.009542030315383757
CG4537	0.009565696852102522
CG17168	0.009596639134335873
Not10	0.009601419088039366
GstD9	0.009605073580355318
Rab5	0.00965648311256375
Tip60	0.009676953687639312
Aats-met	0.00968007423212146
Mpc1	0.009687515045339268
NFAT	0.009691187530015952
CR43465	0.009738878690918515
CG7324	0.009804403303221632
Taf13	0.009807034202589507
CG14883	0.009844709017376788
CG12822	0.009847018348668612
CG1882	0.009889720714966492
CG31457	0.009900459298459337
Nup98-96	0.00993253912603867
Capr	0.009965784295532422
CR46029	0.009968724302458628
Aats-asp	0.009975863915782179
CR45815	0.01001958470492579
CG12173	0.010021564819719365
CG13392	0.010034501620442622
CR31514	0.010080965244571981
CG13713	0.010103639251642167
CG2911	0.010106453386168794
Mcm2	0.0101189092616685
ERp60	0.010135729562534907
CG13000	0.010179144282497382
shrb	0.01023937613305454
eIF2B-delta	0.0102402518840998
CG11652	0.010297967510733584
CG4511	0.01031410947552027
MRG15	0.010356001693538014
fend	0.010366067451372927
Tim10	0.010377074627498043
CG10209	0.010378738990095289
CG11920	0.010385429394535767
CG4593	0.010490705545306404
CG11756	0.010541564889995735
e(y)1	0.010598459427982558
beta4GalNAcTB	0.010618855347255297
MED14	0.010621868904758046
Drep-4	0.010627340881632778
mt:tRNA:K	0.010656522394330783
CG9436	0.010670504013991087
CG42374	0.010671990555810371
Ucrh	0.010676483955767787
alpha-Est5	0.01072301599907336
CR44340	0.01073497602274242
dbo	0.010788186361070238
HBS1	0.01084796172084014
CG11455	0.010867243891445468
CG17493	0.010908224432397143
mt:ND3	0.010928788005337144
cerv	0.011031485280130357
CG32365	0.01111363281193271
Nup107	0.011119892540567508
Smg5	0.01114673054222065
Bub3	0.011177987566630517
cv	0.011181950687878186
CG5013	0.011213273745927337
CG31918	0.011237579133766981
CG4968	0.01123916725446346
CG3860	0.011337481406893453
l(2)35Bc	0.011376983493755159
CG12582	0.011386127185784396
Fen1	0.011432629749375025
vih	0.011503527171520289
CG9890	0.011549763176188776
l(3)04053	0.011577894638291234
CG42498	0.011629667440736664
mus81	0.01165507503162046
CG3338	0.011665725176230221
gcl	0.01168994165852272
yip2	0.01170557969584748
CG18853	0.011713974155592785
CG30184	0.011752340003471431
CG10585	0.011867914654081543
CG12320	0.011869670823290268
CG14020	0.011871221191197821
bl	0.011876049044893497
RnrL	0.01189696478800765
CG11151	0.011904276604847155
CG6051	0.01197410033537879
PDCD-5	0.012027965616850371
CG17807	0.012086800087848591
CG5604	0.012150706234405171
CG44254	0.012181464154111333
CG2277	0.01219505093621222
CG10903	0.01225592301187914
RpL23	0.012262284444449656
CG30403	0.012267130517435455
Sptr	0.012332564271363314
CG5938	0.012382360689362371
Upf3	0.012443516734647287
AP-2sigma	0.012447958195616508
CG12262	0.012479736902525683
Baldspot	0.012493480718098122
CG4686	0.012511998511835183
CR44512	0.012514966872281293
dgrn	0.012553140033365884
RpL22	0.01257134097838998
ssp2	0.01258294656932726
arx	0.01285640189416995
Rpb8	0.01285989534247777
Rtnl1	0.012901090480254895
CG8314	0.012932422185211267
Sry-beta	0.01300686068804289
CG11248	0.01309980874067075
pyd	0.01310721859206621
Tango2	0.013124817539305434
CG9356	0.01312675289902561
CG14803	0.013138002404113138
mRpL19	0.01316476123084513
CG8460	0.013167167108237881
eca	0.013172339719085912
CG12896	0.013199438351252906
CG2051	0.01323552676633321
CG7332	0.013291338522964118
frj	0.013291641901514481
pll	0.013292825559217703
mt:ND4	0.013353061057877917
RpS15Ab	0.013359754976804519
ATbp	0.013398972302994899
l(1)G0045	0.013406095179793768
CG8145	0.013416132975965429
mRpS11	0.013433200249318513
CG2202	0.013468753782406499
CG5850	0.01350278570933907
dia	0.013517096178861378
CG32442	0.013564280639152396
gukh	0.013567077583406247
CG8031	0.013598106154219825
CG9603	0.013607331603715809
Cfp1	0.013612088404050506
CG6852	0.013633405244075983
CG13082	0.013692195413279097
CG10188	0.013720293238613476
dmt	0.013743117820484783
RpL13A	0.013791906394084128
CG9319	0.013801072812405066
Nf-YA	0.013862679227391365
Arp8	0.01397794727338703
CG42568	0.013997897125309819
CG15817	0.01404102401594178
CR44680	0.014045347286102131
CG9636	0.014098933331883251
nocte	0.014102962849798959
CG10424	0.014110751133308879
l(2)37Bb	0.01411540973847011
CG9922	0.014117135318291696
mRpL15	0.01421040890647906
schlank	0.014261853675829578
CG4627	0.014369716597096427
CG31122	0.014371557218796755
Mul1	0.014373618287673277
eap	0.014404161932145637
pre-mod(mdg4)-Y	0.014426756655253142
Axs	0.014434250304416293
mkg-p	0.014455584962801157
CG33276	0.014492415848889549
magu	0.014645876483941967
Cbp80	0.01466809069541086
deltaCOP	0.01468104203397442
Pallidin	0.014703141140165112
CG12576	0.014713446961759986
CG14550	0.014716207744843298
CG6404	0.014888321766480838
Rad51D	0.014972164638566406
Vha13	0.014975032161328396
jvl	0.014985750669652248
Sec6	0.015103453784900248
CenB1A	0.015104230811219503
wal	0.015131466817505893
aph-1	0.015188406667573127
Ns3	0.015225172965782394
ind	0.015275758686046699
Cdk8	0.0152871442724723
VhaSFD	0.015295544633519058
CG2059	0.015329228207675134
CG8142	0.015331588455543645
Rbm13	0.015413734795843723
CG12895	0.015433943740288636
Spc105R	0.015485787778403516
CG31915	0.015497728103609321
CG10732	0.015531946620478075
CG3238	0.015554893902314283
CG9175	0.015583554950131067
ranshi	0.015607939618102577
Fs(2)Ket	0.015622606283966025
CG5726	0.015626374238647628
Hop	0.015686971742255962
Kmn1	0.015752930826686728
CG10217	0.01598445239592697
RanBPM	0.016014819335370925
mRpL17	0.01604031655739409
pncr013:4	0.01606073683098211
bou	0.016181819448723083
CG13689	0.016219327847936144
CG7706	0.016222161953181536
Not1	0.016237326763451368
CG17059	0.016241127972895536
Mes2	0.016267207533802258
msl-3	0.01626737679180643
CG8891	0.016275982458362627
CG44005	0.016339584948171632
CG1486	0.016419205407476222
CG32448	0.016433105174881713
Tango11	0.016450688473047963
Ipp	0.01645547415948641
mRpL49	0.016519062502204515
mt:CoI	0.016553936059118854
CG12744	0.01660135315307701
tam	0.0166597724887864
CG3740	0.016660035770638338
btn	0.01670494061091608
CG31342	0.016750202803500733
roq	0.016809507042176045
Seipin	0.016816502920722586
RpL8	0.016909548649942634
parvin	0.017035142545114616
APC4	0.01711748230756126
CG8199	0.01715652047698076
Spn55B	0.01719041889581531
CG8726	0.017249008161021796
Pak	0.01731711604505934
CG3842	0.0173493221704012
l(1)1Bi	0.01738013888011795
CG13667	0.017387372749700574
ast	0.01746048958944153
CG8386	0.017475295194256682
tkv	0.01757165947871584
CG16953	0.017596337999887756
EloA	0.01759892610425824
DNApol-alpha180	0.01760593902268094
IntS6	0.017731773469312536
CG11210	0.017732904011509704
grsm	0.017751956661430455
Reg-5	0.01778000367864038
CG11697	0.017801518221306174
CG3295	0.01782436473811295
CG9346	0.017857069672392173
CG9934	0.017956942948398134
CG12237	0.018022276150975458
CG32576	0.01803092542176056
CG5500	0.018054415486814968
Fit2	0.018091612625935234
CG8671	0.018096589109544585
CG15912	0.01810428038452783
rin	0.0181278905156559
Srp54	0.018134738084987428
eco	0.018139441688066672
smg	0.018184584560806214
Cnot4	0.01824853767526712
akirin	0.01825200952994353
Dyb	0.018302257474788204
Paip2	0.018308868212257638
CG32250	0.018339669688882114
CG4610	0.01846067445291159
laza	0.018468858703413908
CG5745	0.018471155675032533
CG2604	0.018568734867634357
CG7048	0.018654208374491745
CycB	0.01872761248146804
Tctp	0.018743218430722013
CG14230	0.01876713478765946
ics	0.018772271788566063
Tim17b	0.018812578142833193
Ir60b	0.018817166458393982
CG34195	0.01883112892128574
crm	0.018857677834793946
CG2321	0.018911021989503552
CG7430	0.018917682260605848
Nsf2	0.0189860223163569
dgt2	0.0190173615775205
ltd	0.019039740389331688
cert	0.01905492584237715
CG10795	0.01915727327370697
CG13671	0.01918502450203548
CG31549	0.01918583115320966
kel	0.01930404697435415
dm	0.019312651545592734
CG9065	0.019407552834322987
CG4552	0.019606401063259386
JIL-1	0.0196189168816041
EloC	0.01961940181128425
PQBP1	0.01961957717644934
Adk2	0.019621299734945512
Ranbp11	0.01970524212220656
CG34293	0.01981225821058394
csw	0.019816635733251948
Sps2	0.019890154164169303
CG5705	0.01991990148870552
CG4165	0.019953728807027362
Stim	0.019961830720620445
CG14667	0.020031272794044402
homer	0.020051928585541272
CG40127	0.02005449519794524
abo	0.020079695635956
CR45886	0.020160777421227818
mRpS16	0.020317664924165278
Tsp3A	0.020364386450332197
adp	0.02037197467858112
CG9776	0.020376061043860992
Osbp	0.02039105684333201
CG17270	0.020427524363874426
CG11825	0.020527816528188855
SpdS	0.020669222042253625
CG8814	0.020685052934902703
hfw	0.020691035983815196
snmRNA:184	0.020730821561674335
f-cup	0.02074560517224857
CG6325	0.020795200737725388
CG31551	0.02083710641438274
mRpL28	0.02084710645391723
CG5707	0.02086862747718396
CG2921	0.02088518786595975
wdb	0.020987528409090718
Z600	0.021187605142458238
CG10147	0.02150752990731405
Hsl	0.02156101572007172
B52	0.021655435260060335
COQ7	0.02166809569318285
PTP-ER	0.021687791296885837
CG15027	0.02170853812281217
CG3085	0.021720224905809885
Surf1	0.021741885651894305
bbx	0.021761041672228348
mTerf5	0.021761806458238733
Sap130	0.02187170819215817
CG16890	0.021927223543362604
CG13096	0.021927992222965258
CG13865	0.022029505961242687
Pp1-87B	0.022084142393321023
Su(var)3-7	0.02208941229833543
tum	0.02221526967582552
CG11388	0.022231421987688252
RpA-70	0.02237331092831029
Zn72D	0.02244736905275308
Rbf2	0.02245598354350545
RpL36	0.022524909008784504
Vps25	0.02258871189397159
Dpy-30L1	0.02263650381382826
pic	0.022651650364039887
Magi	0.022666125371214266
CG31729	0.0227097006071983
CG34308	0.022812066229337624
Klp61F	0.022888979194063182
Sep5	0.022994614745204252
wdn	0.02321856309118373
LpR2	0.02327783859153729
dos	0.023369973211305607
CG4972	0.023430145499554928
CG18446	0.023529911720521244
PpD3	0.02363955538096311
CG6833	0.02366927176352363
CycT	0.02369970132052689
CG18171	0.023766878120653413
tor	0.02378334064557783
mod	0.023859919215799826
CG3797	0.02390193904582284
CG32164	0.024103614496723987
CG10639	0.02410431688862482
emc	0.024201685222263628
kay	0.024226126469372732
CG42240	0.024282309857811414
Topors	0.024284940677036074
CR44731	0.02435653856489634
pgant6	0.024372374186656096
DUBAI	0.024462577287368836
AGBE	0.02450602166569058
CG30499	0.02451346213019566
CG8229	0.02455107445078574
Cyp6u1	0.024575621688531467
Lis-1	0.024661925464614647
Spps	0.024736545228320264
VhaAC45	0.024795054567592397
spict	0.024800144141435672
Nf-YB	0.024805767582316004
CG10959	0.024815514651823797
CG31908	0.02483843649867037
CG8191	0.02488153298051424
CG13314	0.024917440809891438
CG10555	0.0249193195746664
CG17574	0.02491961837934427
CG32856	0.0249561606079037
CG17078	0.025014578018330857
CG5815	0.025135015261455878
CR10102	0.02536322713114239
CG12012	0.02543236954796343
CG10444	0.025532141772682284
Thiolase	0.025598381576129637
CG8331	0.025672064757022134
Mdh1	0.025888837099173785
nmo	0.02589941835574448
Nnf1b	0.025915647484484466
sktl	0.025921530727045228
APC10	0.02596693287878965
Sry-delta	0.02596802473310285
Taspase1	0.026000528107258534
CG8920	0.02606063756077747
l(2)tid	0.026152837608406664
Iswi	0.02618552907372617
Rad17	0.02623628575967636
qkr58E-3	0.026288128631021656
CG10208	0.026294989665821795
rpk	0.026432588022300797
Msh6	0.02645394877229783
CG6734	0.02646836835083952
His4r	0.02651616064402358
Pp2C1	0.02651650659056835
snoRNA:Me28S-G2596	0.026542604605066987
CG2258	0.026545607395819588
CG13760	0.02655587706111974
eIF5B	0.02660574156602307
Marf	0.026622459977753827
mus304	0.02684503534390498
Grasp65	0.027011129737743684
CR43264	0.027011902872686244
CR45620	0.027030011803151403
CG9467	0.027030027025341383
CG2201	0.02714017472071328
Rab30	0.027167562580479053
E2f1	0.027187753888429523
CG11906	0.027211240823047822
CG5466	0.027238230963605684
Deaf1	0.027301974489205447
CG32022	0.027381602977388002
Taf4	0.027389735128100185
Vha100-1	0.027395645541018372
Tfb1	0.027478607142474586
sip1	0.027557584480279677
CG7071	0.027582612366235732
CR45827	0.02762925805166587
CR45874	0.02768853715889513
mRpS6	0.027702297530528816
Jafrac1	0.027770336099103843
CG3065	0.027902997754475155
CG4045	0.02790351344239192
CG41128	0.027935604251670375
Ppat-Dpck	0.02793615267351729
CG5104	0.027976506212449417
CR45894	0.028071718503935545
spin	0.028085627357333637
CG14613	0.028150585438431675
mnb	0.02815971718502026
CG17565	0.02821042493391188
CG40228	0.028237871441387518
KrT95D	0.028262544700787196
CG7414	0.02827344639510892
CG9863	0.02833956912706502
CG18549	0.0283962664649524
Apc2	0.028404645535136497
CG15514	0.028456551670264202
CG3700	0.028490705057746712
CR45479	0.028549617795956158
PpV	0.028589798332674696
corto	0.028606594077675348
PEK	0.02860923395173888
clu	0.028650787091734842
CR43650	0.02871792942414379
Mkp3	0.02880620832440043
CG42455	0.028808526529138668
viaf	0.02889243881527602
CG8728	0.029054100487625745
CG5589	0.029059433245013585
dom	0.029114022039038127
CG15482	0.029265745532320985
CG8839	0.029314009885842027
RecQ5	0.029346154933994614
ix	0.029468221730917277
CG7137	0.029495962509436903
Taz	0.029529099801785114
CG13322	0.029602541979552525
CG6379	0.02967386814934815
rtet	0.02968544364799377
CG14618	0.029827293871302132
CG11590	0.029889535598643435
kuk	0.02993381543292207
RabX1	0.029993171449892907
CG9821	0.030078911590298987
l(2)dtl	0.030082314494609852
CG43345	0.030083867404751035
CR43496	0.03010947622479409
CG4553	0.03017365460557787
CG33774	0.03022007158045486
Lsm10	0.030238583035756626
CG3857	0.030274153722006533
sun	0.03029258236132519
asp	0.030299494678305738
GstD2	0.030340588271866996
Madm	0.03042991040134814
CR33987	0.030446642636844497
Las	0.030446746483284843
Arp1	0.030475183474401056
mbm	0.030577310032059726
chn	0.03059976142474215
Chd1	0.030640080577017264
prtp	0.030659901541482414
CG4729	0.03066307072299541
CR45149	0.03067458731358539
CG10268	0.03069442554618199
CG9715	0.030816581403949262
EcR	0.030926739310200575
CG12512	0.031295386506273865
CG12301	0.03137717126585191
wda	0.0314108953363453
NC2beta	0.0314140456920191
Skp2	0.03145702720996355
vir	0.03152714726222226
Tsp96F	0.03154515908002164
CG11110	0.03155326871017351
CG6191	0.0316444273344362
CG1888	0.031733326332229556
Elp1	0.03175602964865624
CG17652	0.031796654668662196
RN-tre	0.03183645415535784
RpL28	0.03188320293950325
CG4849	0.031898473796737215
CG3358	0.03194440586599619
CG8461	0.032078839532490785
CG43320	0.03221081738570151
CG30398	0.03229069952410617
CG9125	0.03261617818001194
CG9536	0.03264009592791104
CR45631	0.03271961310206401
Cpr72Ec	0.0327297177419319
CG11414	0.032745000930959174
gfzf	0.032752029474643035
Khc	0.03275618257857583
CG34261	0.032759334329449774
CG4004	0.032841249168021405
CG14671	0.03288214458062018
CdsA	0.032884727012378386
mars	0.03309622526631892
CG1444	0.03319286149139319
Pmp70	0.03326872117438017
Acf1	0.03331624590701778
Ssrp	0.03336120984160534
CG1371	0.033403099335100106
Atox1	0.03343515913024024
CR44382	0.033456246903493615
CG14817	0.033456898467719536
mib2	0.03347303144485139
Mocs1	0.033624262281368486
CG3040	0.03362901298277399
CG33506	0.033656521334681985
CG10435	0.033682710110319945
wek	0.033818644514851344
slmo	0.03386278523746627
esc	0.033879693260148246
CG12213	0.03389574427237121
az2	0.03392930181265721
CG3402	0.033969289540719746
mRpL10	0.033976332074815443
CG13901	0.03407587905718639
CG14684	0.034088845408693204
mRpL32	0.03410429534287261
CG9662	0.03411908714526374
EDTP	0.03416616152969975
CG7049	0.0342274347480645
Vrp1	0.03425245811697979
tef	0.0342889267101169
CG10590	0.034351495542306994
CG33052	0.03439676455902245
bam	0.03450782533106363
Arp10	0.034518022958511536
CG14174	0.0346384571189936
CG12107	0.03465184070992374
CG14414	0.03466541260041211
Rabex-5	0.03472634715809545
CG7536	0.03475101657318377
CG7384	0.03475507967712725
CG34456	0.034843147453097675
Arpc3A	0.03491947890405044
GstE13	0.034971615854637414
Tgi	0.03497667270145417
udd	0.03497747876603279
kune	0.03499799515572358
CG7949	0.03509403636295553
CG9925	0.035097895023946425
CG11279	0.03510632285770734
Tsf2	0.03518062086437912
CG14688	0.03518108033428834
Tpr2	0.03522739023850791
cnk	0.035665890124541424
Hus1-like	0.03574957245825106
Arc42	0.035806292596945045
drk	0.035815469350522905
Rpn1	0.036071365792251994
ldlCp	0.03607198446214304
CG3731	0.036079082626681594
Golgin84	0.03608648726181409
BobA	0.03612678802850827
lkb1	0.03622861759240289
CAP	0.03627052714372126
CG5872	0.03636167196385029
I-2	0.036367189378003824
spd-2	0.03640281621316887
CG12128	0.03643436981414118
yrt	0.036457618538762816
sinu	0.03662517406502211
vig2	0.03668494724910473
CycY	0.0370472071154779
lin	0.037073287169333426
Lsp2	0.037076482289159246
CR43474	0.03708500241053211
Cand1	0.03740867299205942
CG5807	0.03749753790374689
CG11342	0.037497602386488804
Arf102F	0.037536053957467085
CG14651	0.03759205672489299
CG31546	0.0376346040745522
PlexB	0.03770351603596094
CG13993	0.03781640471372006
Su(var)205	0.037883745030026866
CG11309	0.03790913389227217
Rac2	0.03792978073320336
CG9304	0.03796868486913697
Trn-SR	0.038048661125507456
Cdc23	0.03814312553451302
CG11857	0.038143382137867256
Nurf-38	0.03838281935585716
CR43723	0.0383911333243721
Dph5	0.03841407652556281
CG9062	0.03853253857811213
CG3625	0.03853566832594619
CG14410	0.03860420275333962
CG12499	0.038607977797317644
CG13484	0.03882603166677718
fok	0.03908055245174813
CG9286	0.039086538393709166
CG9804	0.03922254524548764
CG31548	0.03923295640269354
CG6937	0.03939820689228726
CG13871	0.03942153071362741
apt	0.03947505611934881
CG5934	0.039634009331225274
CR45525	0.03964662322205681
CR44294	0.039793749398215415
CG9099	0.03982920624813571
CG2034	0.03983939816743922
wnd	0.03985683488963045
Tif-IA	0.04001684869702766
Psf1	0.04009703075984308
CG6094	0.040099917411590066
lawc	0.04027014963225254
CG6453	0.040296748156368384
CG17359	0.04037927723525152
CG10320	0.04039892130618823
Tim9b	0.04054318067825636
CG12788	0.04054318828223679
NiPp1	0.04060687752475966
Nap1	0.04083289525271075
AP-1-2beta	0.040940252713754316
ste24a	0.04096413015536796
CG13926	0.041035504033250646
CG31278	0.04134433817865294
CG32758	0.041646397385577016
mip120	0.041698154860656346
CG17328	0.041786802765349206
LIMK1	0.04180622365630956
tlk	0.04204744544291562
SMC5	0.042200201590109634
Spindly	0.04221699181535209
CG6550	0.042240202845363534
CG9947	0.042527347349404714
CG3803	0.04267585113140207
CG2025	0.04275751698251485
ATPsyn-gamma	0.04281088613990968
CG5808	0.042862675363351144
CR45473	0.04289005271658288
Rtf1	0.04297369302959944
CG12016	0.04303187905602353
Bin1	0.043134885632360995
Ufd1-like	0.04319988426131092
RagA-B	0.04320439527041578
ncm	0.04328647613351133
CG13016	0.04333378147520491
Cog3	0.04344526629399166
wts	0.04367690939911695
CG13430	0.04369342993356385
l(1)G0320	0.04375344808153579
Diap2	0.04377016942903551
CG7182	0.043814994041926666
CG15439	0.04382803128567569
cact	0.043834603054142475
Ubc7	0.043836988795192745
CG6983	0.043876664130765526
CG14985	0.04392813164930268
Tapdelta	0.04395958146589081
cue	0.04414968647425873
Ppt2	0.04420744231843886
mRpS25	0.044332013782189705
Neb-cGP	0.04433982220878206
CG43954	0.04440150868734624
SmB	0.04446430618892531
R	0.044483650129201704
CG2811	0.04452312500495024
Pvf1	0.044799816409586565
janA	0.044842529479477033
CG30185	0.04491132516415513
CG32425	0.04500481392831524
CG31111	0.04505272574576567
mino	0.045132822321342664
CG4069	0.04521021703292807
thr	0.04521989256918673
CG13369	0.045243400420842315
dome	0.045363635854823336
CG11665	0.045505577238812205
Fdxh	0.04552524379150316
CG11880	0.045624965057771034
l(1)G0232	0.045718489352506345
CG10584	0.04572609627879628
CG17221	0.04592828337964522
ato	0.046066113768571025
CG33096	0.04608580699729384
m-cup	0.046186584871976744
tos	0.04633498791953842
CG10863	0.04644583046401291
Lamp1	0.0464629182833256
CG5116	0.04646908984695339
U3-55K	0.04697592173728109
CG5645	0.047277893585169845
su(f)	0.047302764669756886
CG7206	0.04743224061415219
CR44906	0.0475777476400401
CG34408	0.04758170841713642
ftz-f1	0.0478408384036469
Dsor1	0.047887357833255574
ppl	0.04797022180298285
AlkB	0.04797704334938935
Mes-4	0.04806300973846356
Yeti	0.048310400492491315
Pdk1	0.04839697975442794
Gmd	0.0484426646682147
Pitslre	0.04845067258549454
CG5590	0.04847040596182112
CG2862	0.0486380075407605
CG10428	0.04868132202815911
CG15876	0.04876657405231443
CR40354	0.048853525175680125
CG4408	0.04885386431869208
mRpS24	0.0489097072644852
Glg1	0.04896197137918574
Vps39	0.04901105824514547
CG3397	0.04917601442893599
pgc	0.04920596739683019
Lst8	0.049207439871359344
